char,pinyin_main,strokes_modern,radical,structure,wubi
瞿,qú,18,目,上下,hhwy
礓,jiānɡ,18,石,左右,dgl
礞,ménɡ,18,石,左右,dap
簟,diàn,18,竹,上下,tsj
簪,zān,18,竹,上下,taq
糨,jiànɡ,18,米,左右,ox
罍,léi,18,缶,上下,lllm
翷,lín,18,羽,独体,oqan
翻,fān,18,羽,左右,toln
臑,nào,18,肉,独体,efdj
艟,chōnɡ,18,舟,左右,teuf
藕,ǒu,18,艹,上下,adiy
藜,lí,18,艹,上下,atq
藤,ténɡ,18,艹,上下,aeu
藨,biāo,18,艹,上下,ayno
藩,fān,18,艹,上下,aitl
蟛,pénɡ,18,虫,左右,jfke
蟠,pán,18,虫,左右,jtol
蟪,huì,18,虫,左右,jgjn
蟫,yín,18,虫,独体,jsjh
蟮,shàn,18,虫,左右,judk
襟,jīn,18,衤,左右,pus
覆,fù,18,覀,上下,stt
瀚,hàn,19,氵,左右,ifjn
瀛,yínɡ,19,氵,左右,iyny
瀣,xiè,19,氵,左右,ihq
爆,bào,19,火,左右,oja
瓣,bàn,19,瓜,左右,ur
疆,jiānɡ,19,田,左右,xfg
癣,xuǎn,19,疒,包围,uqg
簸,bò,19,竹,上下,tadc
簿,bù,19,竹,上下,tig
籀,zhòu,19,竹,上下,trql
籁,lài,19,竹,上下,tgkm
缵,zuǎn,19,纟,左右,xtfm
羸,léi,19,羊,上下,ynky
羹,ɡēnɡ,19,羊,上下,ugod
翾,xuān,19,羽,独体,lgkn
艨,ménɡ,19,舟,左右,teae
藻,zǎo,19,艹,上下,aik
藿,huò,19,艹,上下,afwy
蘅,hénɡ,19,艹,上下,atqh
蘑,mó,19,艹,上下,ays
蘧,qú,19,艹,上下,aha
蟹,xiè,19,虫,上下,qevj
蟾,chán,19,虫,左右,jqd
蠃,luǒ,19,虫,上下,ynky
蠊,lián,19,虫,左右,jyu
蠓,měnɡ,19,虫,左右,jap
蠖,huò,19,虫,左右,jawc
襞,bì,19,衣,上下,nkue
襦,rú,19,衤,左右,pufj
警,jǐnɡ,19,言,上下,aqky
谶,chèn,19,讠,左右,ywwg
瀵,fèn,20,氵,左右,iol
瀹,yuè,20,氵,左右,iwga
瀼,nǎnɡ,20,氵,独体,iyke
灌,ɡuàn,20,氵,左右,iak
爟,ɡuàn,20,火,独体,oaky
犨,chōu,20,牛,独体,wywh
獾,huān,20,犭,左右,qtay
珖,ɡuānɡ,20,王,独体,giqn
璺,wèn,20,玉,上下,wfm
瓒,zàn,20,王,左右,gtfm
矍,jué,20,目,上下,hhw
籍,jí,20,竹,上下,tdij
糯,nuò,20,米,左右,ofd
纂,zuǎn,20,糸,上下,thdi
耀,yào,20,羽,左右,iqny
臜,zā,20,⺼,左右,etfm
蘖,niè,20,艹,上下,awns
蘘,ráng,20,艹,上下,ayke
蘩,fán,20,艹,上下,atxi
蠕,rú,20,虫,左右,jfdj
譬,pì,20,言,上下,nkuy
灏,hào,21,氵,左右,ijym
爝,jué,21,火,左右,oel
瓘,ɡuàn,21,王,独体,gaky
癫,diān,21,疒,包围,ufhm
礴,bó,21,石,左右,dai
禳,ránɡ,21,礻,左右,pyye
羼,chàn,21,尸,包围,nudd
蠡,lí,21,虫,上下,xej
蠢,chǔn,21,虫,品字,dwjj
赣,ɡàn,21,贝,左右,ujt
瓤,ránɡ,22,瓜,左右,ykky
穰,ránɡ,22,禾,左右,tyk
耱,mò,22,耒,左右,diy
蘸,zhàn,22,艹,上下,asgo
蘼,mí,22,艹,上下,aysd
玃,jué,23,犭,左右,qthc
癯,qú,23,疒,包围,uhh
罐,ɡuàn,23,缶,左右,rmay
蠲,juān,23,虫,左右,uwlj
趱,zǎn,23,走,包围,fht
灞,bà,24,氵,左右,ifa
矗,chù,24,目,上下,fhfh
纛,dào,24,糸,上下,gxf
蠹,dù,24,虫,上下,gkhj
衢,qú,24,行,左右,thhh
襻,pàn,24,衤,左右,pusr
蠼,qú,26,虫,左右,jhhc
爨,cuàn,30,火,上下,wfmo
门,mén,3,门,独体,uyh
飞,fēi,3,飞,独体,nui
马,mǎ,3,马,独体,cn
车,chē,4,车,独体,lg
轪,dài,4,车,独体,ldy
邓,dènɡ,4,阝,左右,cb
长,chánɡ,4,长,独体,ta
闩,shuān,4,门,包围,ugd
队,duì,4,阝,左右,bw
韦,wéi,4,韦,独体,fnh
风,fēnɡ,4,风,包围,mq
鲀,tún,4,鱼,独体,qggn
𠙶,ǒu,4,凵,独体,bbk
轧,zhá,5,车,左右,lnn
边,biān,5,辶,包围,lp
辽,liáo,5,辶,包围,bp
邗,hán,5,阝,左右,fbh
邘,yú,5,阝,左右,gfbh
邙,mánɡ,5,阝,左右,ynb
邛,qiónɡ,5,阝,左右,abh
邝,kuànɡ,5,阝,左右,ybh
邿,shī,5,阝,独体,ffbh
闪,shǎn,5,门,包围,uw
阡,qiān,5,阝,左右,btf
飏,yánɡ,5,风,包围,mqnr
饥,jī,5,饣,左右,qnm
驭,yù,5,马,左右,ccy
鸟,niǎo,5,鸟,独体,qyng
鸤,shī,5,鸟,独体,nqyg
鹒,yánɡ,5,鸟,左右,yvwg
鹴,lónɡ,5,鸟,左右,fshg
龙,lónɡ,5,龙,独体,dx
𬣙,xū,5,讠,独体,ygfh
轨,ɡuǐ,6,车,左右,lv
达,dá,6,辶,包围,dp
迁,qiān,6,辶,包围,tfp
迂,yū,6,辶,包围,gfp
迄,qì,6,辶,包围,tnp
迅,xùn,6,辶,包围,nfp
过,ɡuò,6,辶,包围,fp
迈,mài,6,辶,包围,dnp
邠,bīn,6,阝,左右,wvbh
邡,fānɡ,6,阝,左右,ybh
邢,xínɡ,6,阝,左右,gab
那,nà,6,阝,左右,vfb
邦,bānɡ,6,阝,左右,dtb
邨,cūn,6,阝,左右,gbnb
邪,xié,6,阝,左右,ahtb
邬,wū,6,阝,左右,qngb
醑,xǔ,6,酉,左右,sgne
钆,ɡá,6,钅,左右,qnn
钇,yǐ,6,钅,左右,qnn
闭,bì,6,门,包围,uft
问,wèn,6,门,包围,ukd
闯,chuǎnɡ,6,门,包围,ucd
阪,bǎn,6,阝,左右,brcy
阮,ruǎn,6,阝,左右,bfq
阱,jǐnɡ,6,阝,左右,bfj
防,fánɡ,6,阝,左右,by
阳,yánɡ,6,阝,左右,bj
阴,yīn,6,阝,左右,be
阵,zhèn,6,阝,左右,bl
阶,jiē,6,阝,左右,bwj
雊,tánɡ,6,隹,独体,qkwy
雱,pānɡ,6,雨,独体,fyb
页,yè,6,页,独体,dmu
饧,tánɡ,6,饣,左右,qnnr
馌,yè,6,饣,独体,qnfl
驮,tuó,6,马,左右,cdy
驯,xùn,6,马,左右,ckh
驰,chí,6,马,左右,cbn
鲘,hòu,6,鱼,独体,qgrk
鹐,yè,6,鸟,独体,qvqg
齐,qí,6,齐,上下,yjj
𨙸,qí,6,阝,独体,fcbh
𬇕,wàn,6,氵,独体,idnn
𬘓,xún,6,纟,独体,xkh
𬣞,zhǔ,6,讠,独体,ypgg
㑇,zhòu,7,人,独体,wqvg
㕮,fǔ,7,口,独体,kwqy
㧐,sǒng,7,扌,独体,rccy
㧑,huī,7,扌,独体,ryly
㳇,fù,7,氵,独体,iwqy
身,shēn,7,身,独体,tmd
轩,xuān,7,车,左右,lf
轫,rèn,7,车,左右,lvy
辌,liánɡ,7,车,左右,lyiy
辛,xīn,7,辛,独体,uygh
辰,chén,7,辰,独体,dfe
迎,yínɡ,7,辶,包围,qbp
运,yùn,7,辶,包围,fcp
近,jìn,7,辶,包围,rp
迓,yà,7,辶,包围,ahtp
返,fǎn,7,辶,包围,rcp
迕,wǔ,7,辶,包围,tfpk
还,hái,7,辶,包围,gip
这,zhè,7,辶,包围,p
进,jìn,7,辶,包围,fj
远,yuǎn,7,辶,包围,fqp
违,wéi,7,辶,包围,fnhp
连,lián,7,辶,包围,lpk
迟,chí,7,辶,包围,nyp
邑,yì,7,邑,上下,kcb
邮,yóu,7,阝,左右,mb
邯,hán,7,阝,左右,afb
邰,tái,7,阝,左右,ckb
邱,qiū,7,阝,左右,rgb
邲,bì,7,阝,独体,ntbh
邳,pī,7,阝,左右,gigb
邴,bǐnɡ,7,阝,左右,gmwb
邵,shào,7,阝,左右,vkb
邶,bèi,7,阝,左右,uxb
邸,dǐ,7,阝,左右,qayb
邹,zōu,7,阝,左右,qvb
邺,yè,7,阝,左右,ogb
邻,lín,7,阝,左右,wycb
酉,yǒu,7,酉,独体,sgd
醨,yòu,7,酉,独体,sgyc
里,lǐ,7,里,上下,jfd
针,zhēn,7,钅,左右,qf
钉,dìnɡ,7,钅,左右,qs
钊,zhāo,7,钅,左右,qjh
钋,pō,7,钅,左右,qhy
钌,liǎo,7,钅,左右,qbh
闫,yán,7,门,包围,udd
闰,rùn,7,门,包围,ug
闱,wéi,7,门,包围,ufn
闲,xián,7,门,包围,usi
闳,hónɡ,7,门,包围,udc
间,jiān,7,门,包围,uj
闵,mǐn,7,门,包围,uyi
闶,kānɡ,7,门,包围,uymv
闷,mèn,7,门,包围,uni
阻,zǔ,7,阝,左右,begg
阼,zuò,7,阝,左右,bth
阽,yán,7,阝,左右,bhkg
阿,ā,7,阝,左右,bs
陀,tuó,7,阝,左右,bpx
陂,bēi,7,阝,左右,bhc
附,fù,7,阝,左右,bwf
际,jì,7,阝,左右,bf
陆,lù,7,阝,左右,bfm
陇,lǒnɡ,7,阝,左右,bdx
陈,chén,7,阝,左右,ba
陉,xínɡ,7,阝,左右,bca
韧,rèn,7,韦,左右,fnhy
饨,tún,7,饣,左右,qngn
饩,xì,7,饣,左右,qnrn
饪,rèn,7,饣,左右,qntf
饫,yù,7,饣,左右,qntd
饬,chì,7,饣,左右,qntl
饭,fàn,7,饣,左右,qnr
饮,yǐn,7,饣,左右,qnq
驱,qū,7,马,左右,caq
驲,rì,7,马,独体,cjg
驳,bó,7,马,左右,cqq
驴,lǘ,7,马,左右,cyn
髢,dí,7,髟,独体,debb
髽,zhuā,7,髟,独体,dewf
鲪,jūn,7,鱼,独体,qgvk
鲹,shēn,7,鱼,独体,qgce
鳂,wēi,7,鱼,独体,qgle
鸠,jiū,7,鸟,左右,vqyg
鸡,jī,7,鸟,左右,cqy
麦,mài,7,麦,独体,gtu
龟,ɡuī,7,龟,上下,qjn
𣲗,wéi,7,氵,独体,ifnh
𣲘,wǔ,7,氵,独体,ifqn
𨚕,biàn,7,阝,独体,cabh
𫐄,yuè,7,车,独体,lgqn
𫘜,wén,7,马,独体,cyy
𫘝,jué,7,马,独体,cnwy
𫭟,ōu,7,土,独体,faqy
𫭢,lǔn,7,土,独体,fwxn
𫵷,lì,7,山,独体,mdln
𫸩,kōu,7,弓,独体,xaqy
𬇙,pèi,7,氵,独体,imy
𬘘,dǎn,7,纟,独体,xpqn
𬣡,jiàn,7,讠,独体,ygt
㑊,yì,8,人,独体,wyoy
㟃,sī,8,山,独体,mngk
㤘,zhòu,8,忄,独体,nqvg
㧟,kuǎi,8,扌,独体,rian
㭎,gāng,8,木,独体,smqy
䏝,zhuān,8,肉,独体,efny
䢺,chū,8,阝,独体,bmbh
蹜,sù,8,足,独体,khpj
转,zhuǎn,8,车,左右,lfn
轭,è,8,车,左右,ldb
轮,lún,8,车,左右,lwx
软,ruǎn,8,车,左右,lqw
轰,hōnɡ,8,车,上下,lcc
迢,tiáo,8,辶,包围,vkp
迤,yǐ,8,辶,包围,tbp
迥,jiǒnɡ,8,辶,包围,mk
迦,jiā,8,辶,包围,lkp
迨,dài,8,辶,包围,ckp
迩,ěr,8,辶,包围,qip
迪,dí,8,辶,包围,mp
迫,pò,8,辶,包围,rpd
迭,dié,8,辶,包围,rwp
迮,zé,8,辶,包围,thfp
述,shù,8,辶,包围,syp
迳,jìnɡ,8,辶,包围,cap
邽,ɡuī,8,阝,独体,ffbh
邾,zhū,8,阝,左右,rib
郁,yù,8,阝,左右,deb
郃,hé,8,阝,独体,wgkb
郄,qiè,8,阝,左右,qdc
郅,zhì,8,阝,左右,gcfb
郇,xún,8,阝,左右,qjb
郈,hòu,8,阝,独体,rgkb
郊,jiāo,8,阝,左右,uqb
郎,lánɡ,8,阝,左右,yvcb
郏,jiá,8,阝,左右,guwb
郐,kuài,8,阝,左右,wfcb
郑,zhènɡ,8,阝,左右,udb
郓,yùn,8,阝,左右,plb
鄗,pínɡ,8,阝,独体,ymkb
鄫,zēnɡ,8,阝,独体,uljb
采,cǎi,8,采,上下,es
金,jīn,8,金,上下,qqqq
钍,tǔ,8,钅,左右,qfg
钎,qiān,8,钅,左右,qtf
钏,chuàn,8,钅,左右,qkh
钐,shān,8,钅,左右,qet
钒,fán,8,钅,左右,qmyy
钓,diào,8,钅,左右,qqy
钔,mén,8,钅,左右,qun
钕,nǚ,8,钅,左右,qvg
钖,yánɡ,8,钅,独体,qnrt
钗,chāi,8,钅,左右,qcy
闸,zhá,8,门,包围,ulk
闹,nào,8,门,包围,uym
闿,kǎi,8,门,包围,umnv
阜,fù,8,阜,独体,wnnf
陋,lòu,8,阝,左右,bgm
陌,mò,8,阝,左右,bdj
降,jiànɡ,8,阝,左右,bt
陎,shū,8,阝,独体,briy
限,xiàn,8,阝,左右,bv
陔,ɡāi,8,阝,左右,bynw
陕,shǎn,8,阝,左右,bgu
隶,lì,8,隶,独体,vii
隹,zhuī,8,隹,左右,wyg
雨,yǔ,8,雨,独体,fghy
青,qīnɡ,8,青,上下,gef
非,fēi,8,非,独体,djd
靽,bàn,8,革,独体,afuf
鞁,bài,8,革,独体,afhc
顶,dǐnɡ,8,页,左右,sdm
顷,qǐnɡ,8,页,左右,xd
飐,zhǎn,8,风,包围,mqhk
饯,jiàn,8,饣,左右,qngt
饰,shì,8,饣,左右,qnth
饱,bǎo,8,饣,左右,qnqn
饲,sì,8,饣,左右,qnnk
饴,yí,8,饣,左右,qnc
饻,xī,8,饣,独体,qnye
馃,ɡuǒ,8,饣,左右,qnjs
驵,zǎnɡ,8,马,左右,ceg
驶,shǐ,8,马,左右,ckq
驷,sì,8,马,左右,clg
驸,fù,8,马,左右,cwf
驹,jū,8,马,左右,cqk
驺,zōu,8,马,左右,cqv
驻,zhù,8,马,左右,cy
驼,tuó,8,马,左右,cp
驽,nú,8,马,上下,vcc
驾,jià,8,马,上下,lkc
驿,yì,8,马,左右,ccf
骀,dài,8,马,左右,cck
鱼,yú,8,鱼,上下,qgf
鸢,yuān,8,鸟,上下,aqyg
鸣,mínɡ,8,鸟,左右,kqy
鸼,zé,8,鸟,独体,teqg
鹍,kūn,8,鸟,左右,jxxg
鹮,huán,8,鸟,左右,lgkg
黾,miǎn,8,黾,上下,kjn
齿,chǐ,8,齿,上下,hwb
𫇭,wěi,8,艹,独体,ayly
𫍣,tóng,8,讠,独体,ymgk
𫠊,xuán,8,马,独体,cyxy
𫰛,xíng,8,女,独体,vcag
𬀩,wěi,8,日,独体,jfnh
𬀪,xiàn,8,日,独体,jmqn
𬉼,ōu,8,火,独体,oaqy
𬣳,hěn,8,讠,独体,yvey
𬨂,qí,8,车,独体,lqan
𬬩,yì,8,钅,独体,qay
𬳵,pī,8,马,独体,cgig
𬳶,jiōng,8,马,独体,cmkg
㛃,jié,9,女,独体,dhvv
㭕,qū,9,木,独体,sfcy
㳘,chōng,9,氵,独体,iycq
㳚,xù,9,氵,独体,idyt
㶲,yòng,9,火,独体,oeh
䏡,shì,9,肉,独体,efiy
䢼,gōng,9,阝,独体,awbh
䶮,yǎn,9,龙,独体,dxgd
轱,ɡū,9,车,左右,ldg
轲,kē,9,车,左右,lsk
轳,lú,9,车,左右,lhnt
轴,zhóu,9,车,左右,lm
轵,zhǐ,9,车,左右,lkw
轶,yì,9,车,左右,lrw
轷,hū,9,车,左右,ltuh
轸,zhěn,9,车,左右,lwe
轹,lì,9,车,左右,lqi
轺,yáo,9,车,左右,lvk
轻,qīnɡ,9,车,左右,lc
辀,zhōu,9,车,独体,ltey
迷,mí,9,辶,包围,op
迸,bènɡ,9,辶,包围,uap
迹,jì,9,辶,包围,yop
迺,nǎi,9,辶,独体,spd
追,zhuī,9,辶,包围,wnnp
退,tuì,9,辶,包围,vep
送,sònɡ,9,辶,包围,udp
适,shì,9,辶,包围,tdp
逃,táo,9,辶,包围,iqp
逄,pánɡ,9,辶,包围,tah
逅,hòu,9,辶,包围,rgkp
逆,nì,9,辶,包围,ubt
选,xuǎn,9,辶,包围,tfqp
逊,xùn,9,辶,包围,bip
郗,xī,9,阝,左右,qdmb
郚,wú,9,阝,独体,gkbh
郛,fú,9,阝,左右,ebb
郜,ɡào,9,阝,左右,tfkb
郝,hǎo,9,阝,左右,fob
郡,jùn,9,阝,左右,vtkb
郢,yǐnɡ,9,阝,左右,kgbh
郤,xì,9,阝,左右,wwkb
郦,lì,9,阝,左右,gmyb
郧,yún,9,阝,左右,kmb
酊,dǐnɡ,9,酉,左右,sgs
酋,qiú,9,酉,独体,usgf
重,zhònɡ,9,里,独体,tgj
钘,xíng,9,钅,独体,qgah
钙,ɡài,9,钅,左右,qgh
钚,bù,9,钅,左右,qgiy
钛,tài,9,钅,左右,qdy
钜,jù,9,钅,左右,qan
钝,dùn,9,钅,左右,qgbn
钞,chāo,9,钅,左右,qit
钟,zhōnɡ,9,钅,左右,qkhh
钠,nà,9,钅,左右,qmw
钡,bèi,9,钅,左右,qmy
钢,ɡānɡ,9,钅,左右,qmq
钣,bǎn,9,钅,左右,qrc
钤,qián,9,钅,左右,qwyn
钥,yào,9,钅,左右,qeg
钦,qīn,9,钅,左右,qqw
钧,jūn,9,钅,左右,qqug
钨,wū,9,钅,左右,qqn
钩,ɡōu,9,钅,左右,qqc
钪,kànɡ,9,钅,左右,qymn
钫,fānɡ,9,钅,左右,qyn
钬,huǒ,9,钅,左右,qoy
钭,tǒu,9,钅,左右,quf
钮,niǔ,9,钅,左右,qnf
钯,bǎ,9,钅,左右,qcn
铈,shì,9,钅,左右,qymh
铏,xínɡ,9,钅,独体,qgaj
闺,ɡuī,9,门,包围,uffd
闻,wén,9,门,包围,ub
闼,tà,9,门,包围,udpi
闽,mǐn,9,门,包围,uji
闾,lǘ,9,门,包围,ukkd
阀,fá,9,门,包围,uwa
阁,ɡé,9,门,包围,utk
阂,hé,9,门,包围,uyn
阘,tà,9,门,独体,ujnd
陑,wén,9,阝,独体,bdmj
陛,bì,9,阝,左右,bx
陞,shēnɡ,9,阝,左右,btaf
陟,zhì,9,阝,左右,bhi
陡,dǒu,9,阝,左右,bfh
院,yuàn,9,阝,左右,bpf
除,chú,9,阝,左右,bwt
陧,niè,9,阝,左右,bjf
陨,yǔn,9,阝,左右,bkm
险,xiǎn,9,阝,左右,bwg
面,miàn,9,面,独体,dm
革,ɡé,9,革,独体,af
靸,sǎ,9,革,独体,afey
靿,yào,9,革,独体,afxl
韨,fú,9,韦,独体,fnhc
韭,jiǔ,9,韭,独体,djdg
音,yīn,9,音,上下,ujf
顸,hān,9,页,左右,fdmy
项,xiànɡ,9,页,左右,adm
顺,shùn,9,页,左右,kd
须,xū,9,页,左右,ed
飑,biāo,9,风,包围,mqqn
飒,sà,9,风,左右,umqy
食,shí,9,食,上下,wyv
饵,ěr,9,饣,左右,qnbg
饶,ráo,9,饣,左右,qna
饷,xiǎnɡ,9,饣,左右,qntk
饸,hé,9,饣,左右,qnwk
饹,le,9,饣,左右,qntk
饺,jiǎo,9,饣,左右,qnuq
饼,bǐnɡ,9,饣,左右,qnu
首,shǒu,9,首,上下,uth
香,xiānɡ,9,香,上下,tjf
骁,xiāo,9,马,左右,catq
骂,mà,9,马,上下,kkc
骃,yīn,9,马,独体,cldy
骄,jiāo,9,马,左右,ctdj
骅,huá,9,马,左右,cwx
骆,luò,9,马,左右,ctk
骇,hài,9,马,左右,cynw
骈,pián,9,马,左右,cu
骉,biāo,9,马,独体,cccf
骨,ɡǔ,9,骨,上下,me
髎,yīn,9,骨,独体,mene
鬼,ɡuǐ,9,鬼,独体,rqc
鱽,dāo,9,鱼,独体,qgvn
鲝,zhǎ,9,鱼,独体,udqg
鲥,shí,9,鱼,左右,qgjf
鳉,jiānɡ,9,鱼,独体,qguf
鸥,ōu,9,鸟,左右,aqqg
鸦,yā,9,鸟,左右,ahtg
鸧,qiānɡ,9,鸟,左右,wbqg
鸨,bǎo,9,鸟,左右,xfq
鸩,zhèn,9,鸟,左右,pqq
鹙,qiū,9,鸟,上下,toqg
鼫,shí,9,鼠,独体,vnud
鿍,gàng,9,土,独体,ftah
𦙶,gǔ,9,肉,独体,edg
𦭜,zhī,9,艹,独体,akwu
𪨰,qū,9,山,独体,mmag
𪾢,xiàn,9,目,独体,hmqn
𫓧,fū,9,钅,独体,qfwy
𬍛,lì,9,王,独体,gqiy
𬘡,yīn,9,纟,独体,xldy
𬘩,tīng,9,纟,独体,xtfp
𬜬,màn,9,艹,独体,aukf
𬩽,xún,9,阝,独体,vfbh
𬬭,lún,9,钅,独体,qwxn
𬬮,chǎng,9,钅,独体,qtay
𬬱,jīn,9,钅,独体,qrh
𬮿,qí,9,阝,独体,bmnn
𬯀,jī,9,阝,独体,byjh
𬳽,shēn,9,马,独体,ctfq
㛚,tǒng,10,女,独体,vceh
躬,ɡōnɡ,10,身,左右,tmdx
轼,shì,10,车,左右,la
载,zǎi,10,车,包围,fa
轾,zhì,10,车,左右,lgc
轿,jiào,10,车,左右,ltd
辁,quán,10,车,左右,lwgg
辂,lù,10,车,左右,ltkg
较,jiào,10,车,左右,lu
辱,rǔ,10,辰,上下,dfef
辿,chān,10,辶,独体,mpk
逋,bū,10,辶,包围,gehp
逍,xiāo,10,辶,包围,iep
透,tòu,10,辶,包围,tep
逐,zhú,10,辶,包围,epi
逑,qiú,10,辶,包围,fiyp
递,dì,10,辶,包围,uxhp
途,tú,10,辶,包围,wtp
逖,tì,10,辶,包围,qtop
逗,dòu,10,辶,包围,gkup
通,tōnɡ,10,辶,包围,cep
逛,ɡuànɡ,10,辶,包围,qtgp
逝,shì,10,辶,包围,rrp
逞,chěnɡ,10,辶,包围,kgp
速,sù,10,辶,包围,gkip
造,zào,10,辶,包围,tfkp
逡,qūn,10,辶,包围,cwt
逢,fénɡ,10,辶,包围,tdh
逦,lǐ,10,辶,包围,gmyp
邕,yōnɡ,10,邑,上下,vkc
部,bù,10,阝,左右,uk
郪,qī,10,阝,独体,gvhb
郫,pí,10,阝,左右,rtfb
郭,ɡuō,10,阝,左右,ybb
郯,tán,10,阝,左右,oob
郴,chēn,10,阝,左右,ssb
郸,dān,10,阝,左右,ujfb
都,dōu,10,阝,左右,ftjb
鄑,zī,10,阝,独体,gogb
酌,zhuó,10,酉,左右,sgq
配,pèi,10,酉,左右,sgn
酎,zhòu,10,酉,左右,sgfy
酏,yǐ,10,酉,左右,sgb
酐,ɡān,10,酉,左右,sgfh
酒,jiǔ,10,酉,左右,isgg
釜,fǔ,10,金,上下,wqf
钰,yù,10,钅,左右,qgyy
钱,qián,10,钅,左右,qg
钲,zhēnɡ,10,钅,左右,qghg
钳,qián,10,钅,左右,qaf
钴,ɡǔ,10,钅,左右,qdg
钵,bō,10,钅,左右,qsg
钷,pǒ,10,钅,左右,qak
钹,bó,10,钅,左右,qdcy
钺,yuè,10,钅,左右,qant
钻,zuàn,10,钅,左右,qhk
钼,mù,10,钅,左右,qhg
钽,tǎn,10,钅,左右,qjg
钾,jiǎ,10,钅,左右,qlh
钿,diàn,10,钅,左右,qlg
铀,yóu,10,钅,左右,qmg
铁,tiě,10,钅,左右,qr
铂,bó,10,钅,左右,qrg
铃,línɡ,10,钅,左右,qwyc
铄,shuò,10,钅,左右,qqi
铅,qiān,10,钅,左右,qmk
铆,mǎo,10,钅,左右,qqt
铉,xuàn,10,钅,左右,qyx
铊,tā,10,钅,左右,qpx
铋,bì,10,钅,左右,qntt
铌,ní,10,钅,左右,qnx
铍,pí,10,钅,左右,qhc
铎,duó,10,钅,左右,qcf
锺,zhōnɡ,10,钅,左右,qtgf
阃,kǔn,10,门,包围,uls
阄,jiū,10,门,包围,uqj
阅,yuè,10,门,包围,uuk
阆,lánɡ,10,门,包围,uyv
陪,péi,10,阝,左右,buk
陬,zōu,10,阝,左右,bbc
陲,chuí,10,阝,左右,btgf
陴,pí,10,阝,左右,brt
陵,línɡ,10,阝,左右,bfw
陶,táo,10,阝,左右,bqr
陷,xiàn,10,阝,左右,bqv
隼,sǔn,10,隹,上下,wyfj
隽,jùn,10,隹,上下,wyeb
难,nán,10,隹,左右,cw
顼,xū,10,页,左右,gdm
顽,wán,10,页,左右,fqd
顾,ɡù,10,页,左右,db
顿,dùn,10,页,左右,gbnm
颀,qí,10,页,左右,rdm
颁,bān,10,页,左右,wvd
颂,sònɡ,10,页,左右,wcd
颃,hánɡ,10,页,左右,ymdm
预,yù,10,页,左右,cbd
饽,bō,10,饣,左右,qnfb
饿,è,10,饣,左右,qnt
馁,něi,10,饣,左右,qne
骊,lí,10,马,左右,cg
骋,chěnɡ,10,马,左右,cmg
验,yàn,10,马,左右,cwg
骍,xīng,10,马,独体,cuh
骎,qīn,10,马,独体,cvpc
骏,jùn,10,马,左右,ccw
高,ɡāo,10,高,上下,ym
鬯,chànɡ,10,鬯,上下,qob
鬲,ɡé,10,鬲,上下,gkmh
鬶,lián,10,鬲,独体,fwmh
鬷,zhěn,10,鬲,独体,gkmt
鱾,jǐ,10,鱼,独体,qgnn
鲗,zéi,10,鱼,左右,qgmj
鲬,yǒnɡ,10,鱼,独体,qgce
鳑,pánɡ,10,鱼,左右,qguy
鸪,ɡū,10,鸟,左右,dqyg
鸫,dōnɡ,10,鸟,左右,aiq
鸬,lú,10,鸟,左右,hnq
鸭,yā,10,鸟,左右,lqy
鸮,xiāo,10,鸟,左右,kgng
鸯,yānɡ,10,鸟,上下,mdq
鸰,línɡ,10,鸟,左右,wycg
鸱,chī,10,鸟,左右,qayg
鸲,qú,10,鸟,左右,qkqg
鸳,yuān,10,鸟,上下,qbq
鸵,tuó,10,鸟,左右,qynx
鸶,sī,10,鸟,上下,xxgg
鹠,liú,10,鸟,左右,qyvg
龀,chèn,10,齿,左右,hwbx
龁,hé,10,齿,独体,hwbn
𠳐,bāng,10,口,独体,kdtb
𨐈,guāng,10,车,独体,liqn
𨺙,nì,10,阝,独体,bvqn
𪟝,jì,10,力,独体,gmln
𪨶,shē,10,山,独体,mdlj
𫄧,yán,10,纟,独体,xthp
𫄨,chī,10,纟,独体,xqdh
𫑡,méng,10,阝,独体,kjnb
𫗧,sù,10,饣,独体,qngi
𫠆,kuǐ,10,页,独体,fcdm
𫢸,dàn,10,人,独体,wujf
𫭼,láo,10,土,独体,fapl
𬂩,jiā,10,木,独体,sguw
𬊈,xún,10,火,独体,ovfy
𬌗,hé,10,牙,独体,ahtk
𬍤,xún,10,王,独体,gvfy
𬒈,què,10,石,独体,ipdf
𬘫,huán,10,纟,独体,xpfq
𬜯,liǎng,10,艹,独体,agmw
𬬸,shù,10,钅,独体,qsyy
𬬹,shén,10,钅,独体,qjhh
𬬻,lú,10,钅,独体,qhnt
𬬿,zhāo,10,钅,独体,qvkg
𬭁,mǔ,10,钅,独体,qxgu
𬳿,tú,10,马,独体,cwty
㙍,duō,11,土,独体,fccc
㥄,líng,11,忄,独体,nfwt
㫰,làng,11,日,独体,jyve
㿠,huàng,11,白,独体,riqn
䂮,lüè,11,石,独体,dhvd
䌹,jiǒng,11,纟,独体,xmkg
䎃,rǎn,11,羽,独体,mfng
䏲,dié,11,肉,独体,euxt
䓖,qióng,11,艹,独体,apwl
䜣,xīn,11,讠,独体,yrh
䝙,chū,11,豸,独体,eeaq
躯,qū,11,身,左右,tmdq
辄,zhé,11,车,左右,lbn
辅,fǔ,11,车,左右,lgey
辆,liànɡ,11,车,左右,lgm
逭,huàn,11,辶,包围,pnhp
逮,dǎi,11,辶,包围,vip
