char,pinyin_main,strokes_modern,radical,structure,wubi
冮,ɡānɡ,21,冫,独体,uag
夔,kuí,21,夂,上下,uht
曩,nǎnɡ,21,日,上下,jyk
亹,wěi,22,亠,上下,yvmg
囊,nánɡ,22,口,上下,gkh
懿,yì,22,心,左右,fpgn
氍,qú,22,毛,左右,hhwn
攥,zuàn,23,扌,左右,rthi
攫,jué,23,扌,左右,rhh
囔,nānɡ,25,口,左右,kgke
戆,ɡànɡ,25,心,上下,ujtn
攮,nǎnɡ,25,扌,左右,rgke
皕,yì,3,白,左右,djdj
火,huǒ,4,火,独体,ooo
爪,zhǎo,4,爪,独体,rhyi
父,fù,4,父,独体,wqu
爻,yáo,4,爻,上下,qqu
爿,pán,4,爿,独体,nhde
片,piàn,4,片,独体,thg
牙,yá,4,牙,独体,ah
牛,niú,4,牛,独体,rhk
牥,fānɡ,4,牛,独体,tryn
犬,quǎn,4,犬,独体,dgty
王,wánɡ,4,王,独体,ggg
瓦,wǎ,4,瓦,独体,gny
甦,chánɡ,4,生,左右,gjqg
艺,yì,4,艹,上下,anb
芼,mào,4,艹,独体,atfn
见,jiàn,4,见,上下,mqb
计,jì,4,讠,左右,yf
订,dìnɡ,4,讠,左右,ys
讣,fù,4,讠,左右,yhy
认,rèn,4,讠,左右,yw
讥,jī,4,讠,左右,ymn
贝,bèi,4,贝,独体,mhny
灭,miè,5,火,上下,goi
犯,fàn,5,犭,左右,qtb
犰,qiú,5,犭,左右,qtvn
玄,xuán,5,玄,独体,yxu
玉,yù,5,玉,独体,gy
玟,mín,5,王,左右,gyy
玹,xuán,5,王,左右,gyxy
珫,chōnɡ,5,王,独体,gycq
瓜,ɡuā,5,瓜,独体,rcy
甘,ɡān,5,甘,独体,afd
生,shēnɡ,5,生,独体,tg
用,yònɡ,5,用,独体,et
甩,shuǎi,5,用,独体,en
田,tián,5,田,独体,lll
由,yóu,5,田,独体,mh
甲,jiǎ,5,田,独体,lhnh
申,shēn,5,田,独体,jhk
电,diàn,5,田,独体,jn
痓,chì,5,疒,独体,ugcf
白,bái,5,白,独体,rrr
皮,pí,5,皮,独体,hc
皿,mǐn,5,皿,独体,lhn
目,mù,5,目,独体,hhhh
矛,máo,5,矛,上下,cbt
矢,shǐ,5,矢,独体,tdu
石,shí,5,石,包围,dgtg
砵,wù,5,石,独体,dsgg
硊,zhǐ,5,石,独体,dqdb
示,shì,5,示,独体,fi
礼,lǐ,5,礻,左右,pynn
禾,hé,5,禾,独体,ttt
穴,xué,5,穴,独体,pwu
立,lì,5,立,独体,uu
纠,jiū,5,纟,左右,xnh
艽,jiāo,5,艹,上下,avb
艾,ài,5,艹,上下,aqu
艿,nǎi,5,艹,上下,aeb
节,jié,5,艹,上下,ab
茋,zhǐ,5,艹,独体,aqay
讦,jié,5,讠,左右,yfh
讧,hònɡ,5,讠,左右,yag
讨,tǎo,5,讠,左右,yfy
让,rànɡ,5,讠,左右,yh
讪,shàn,5,讠,左右,ymh
讫,qì,5,讠,左右,ytnn
训,xùn,5,讠,左右,yk
议,yì,5,讠,左右,yyq
讯,xùn,5,讠,左右,ynf
记,jì,5,讠,左右,yn
讱,rèn,5,讠,独体,yvyy
豕,shǐ,5,豕,独体,egt
滫,xiǔ,6,氵,独体,iwhe
瀌,qìnɡ,6,氵,独体,iyno
灯,dēnɡ,6,火,左右,os
灰,huī,6,火,包围,do
炟,dá,6,火,独体,ojgg
焗,uu,6,火,左右,onnk
爷,yé,6,父,上下,wqb
牝,pìn,6,牜,左右,trx
牟,móu,6,牛,上下,cr
犴,àn,6,犭,左右,qtfh
犷,ɡuǎnɡ,6,犭,左右,qtyt
犸,mǎ,6,犭,左右,qtcg
玎,dīnɡ,6,王,左右,gsh
玑,jī,6,王,左右,gmn
玿,sháo,6,王,独体,gvkg
珝,xǔ,6,王,独体,gng
珦,xiànɡ,6,王,独体,gtmk
珰,dānɡ,6,王,独体,givg
瑔,quán,6,王,独体,griy
瓀,ruǎn,6,王,独体,gfdj
甪,lù,6,用,包围,tek
百,bǎi,6,白,上下,dj
砮,yuē,6,石,独体,vcdf
碃,qìnɡ,6,石,独体,dgeg
祁,qí,6,礻,左右,pyb
祇,ruǎn,6,礻,左右,pyqa
竹,zhú,6,竹,独体,ttg
米,mǐ,6,米,独体,oy
纡,yū,6,纟,左右,xgf
红,hónɡ,6,纟,左右,xa
纣,zhòu,6,纟,左右,xfy
纤,xiān,6,纟,左右,xtf
纥,ɡē,6,纟,左右,xtnn
约,yuē,6,纟,左右,xq
级,jí,6,纟,左右,xe
纨,wán,6,纟,左右,xvyy
纩,kuànɡ,6,纟,左右,xyt
纪,jì,6,纟,左右,xn
纫,rèn,6,纟,左右,xvy
纼,zhèn,6,纟,独体,xxhh
绤,xì,6,纟,独体,xwwk
缶,fǒu,6,缶,独体,rmk
网,wǎnɡ,6,网,包围,mqq
羊,yánɡ,6,羊,独体,udj
羽,yǔ,6,羽,左右,nny
翙,huì,6,羽,独体,mqng
老,lǎo,6,老,上下,ftx
考,kǎo,6,聅,上下,ftg
而,ér,6,而,独体,dmj
耒,lěi,6,耒,独体,dii
耳,ěr,6,耳,独体,bgh
聿,yù,6,聿,独体,vfhk
肉,ròu,6,肉,独体,mww
肋,lèi,6,月,左右,el
肌,jī,6,月,左右,em
臣,chén,6,臣,独体,ahn
自,zì,6,自,独体,thd
至,zhì,6,至,上下,gcf
臼,jiù,6,臼,独体,vth
舌,shé,6,舌,独体,tdd
舛,chuǎn,6,夕,左右,qah
舟,zhōu,6,舟,独体,tei
艮,ɡèn,6,艮,独体,vei
色,sè,6,色,上下,qc
芃,péng,6,艹,上下,amyu
芄,wán,6,艹,上下,avy
芊,qiān,6,艹,上下,atf
芋,yù,6,艹,上下,agf
芍,sháo,6,艹,上下,aqy
芎,xiōnɡ,6,艹,上下,axb
芏,dù,6,艹,上下,aff
芑,qǐ,6,艹,上下,anb
芒,mánɡ,6,艹,上下,ayn
芗,xiānɡ,6,艹,上下,axt
芝,zhī,6,艹,上下,ap
芨,jī,6,艹,上下,aey
苧,yú,6,艹,上下,apsj
虫,chónɡ,6,虫,独体,jhny
血,xuè,6,血,独体,tld
行,xínɡ,6,行,左右,tf
衣,yī,6,衣,独体,ye
西,xī,6,西,独体,sghg
观,ɡuān,6,见,左右,cm
觃,yàn,6,见,独体,mqbd
讲,jiǎnɡ,6,讠,左右,yfj
讳,huì,6,讠,左右,yfnh
讴,ōu,6,讠,左右,yaq
讵,jù,6,讠,左右,yang
讶,yà,6,讠,左右,yah
讷,nè,6,讠,左右,ymw
许,xǔ,6,讠,左右,ytf
讹,é,6,讠,左右,ywxn
论,lùn,6,讠,左右,ywx
讻,xiōnɡ,6,讠,独体,yqbh
